"","x_bar","y_bar","gamma","true_n","true_K","KLD","BC","Fc","derrorAB_dn","derrorBC_dn","derrorAB_dK","derrorBC_dK","emp_x_bar"
"1",10,10,0.1,4,10,0.732463295689587,0.889440692147549,0.711961807720856,0.0282672039557677,0.00187221541063852,0.0237455366587464,0.00330050457464644,9.99294213370706
"2",100,10,0.1,4,10,12.6249335786677,0.558699601782317,0.961452870112716,0.0302395765651683,0.00051365017952006,0.0253757355650932,0.00237799260920887,100.082108797166
"3",50,10,0.1,4,10,5.80799888259793,0.658674894948581,0.925808919072938,0.0300898198805447,0.000685044109653704,0.025229262654049,0.00249953407602465,50.0064898677071
"4",10,10,1,4,10,0.274269927351925,0.949861257233115,0.574399882753292,0.0164239227976572,0.00109086532969742,0.0143369972909193,0.00156536654558337,10.0065140722065
"5",100,10,1,4,10,5.88650374267047,0.668564217293063,0.930984009713866,0.017774933104884,0.000266633561755393,0.0154294220667567,0.000924315447808809,99.7963645570371
"6",50,10,1,4,10,2.59102799676793,0.770566653493479,0.871202388141774,0.0176076490383009,0.000363808673420951,0.0153116411071132,0.00099987176061249,50.0534579504664
"7",10,10,10,4,10,0.0130108350827283,0.99697767710691,0.195976144415077,0.00323759749191417,0.000206887313287139,0.00286446057990714,0.000206920618779036,9.99461040990054
"8",100,10,10,4,10,0.618744636605147,0.910757815559687,0.709573194415506,0.00352205999544101,3.09718362491639e-05,0.00312383490123486,5.50969367990236e-05,100.111787342544
"9",50,10,10,4,10,0.216487157865974,0.960679247170395,0.549503341381581,0.00348811318144339,5.43011742043897e-05,0.0030927367905662,7.497118412198e-05,50.0019046223059
"10",10,100,0.1,4,10,4.31329243249329e-07,0.999999890668598,5.16127787642372e-09,-4.67699962025791e-10,-7.07777296112971e-10,1.8931270729813e-10,1.41766493269955e-10,10.0059500872994
"11",100,100,0.1,4,10,8.4854063588234e-07,0.99999978894282,5.45407979006579e-07,-1.09982036225192e-08,-1.30641804999769e-10,2.18087164898936e-09,2.80560689055181e-11,100.019397208736
"12",50,100,0.1,4,10,7.39106172047631e-07,0.999999808186959,2.07924282772702e-07,-8.02307885198199e-09,-3.3328836368554e-10,1.64624757780846e-09,6.72083623218604e-11,50.0154527743124
"13",10,100,1,4,10,3.42221357184997e-07,0.99999991425263,-4.53564848497736e-08,8.3981191848669e-09,7.96684298875889e-10,-1.66547786053163e-09,-1.57657233800198e-10,10.0002202683001
"14",100,100,1,4,10,6.43496562869311e-06,0.99999830581774,3.19609531889913e-07,-6.34845069213311e-09,5.31577611024285e-10,1.27737090235326e-09,-1.03898958908807e-10,100.069274304648
"15",50,100,1,4,10,2.86442540967704e-06,0.99999928152543,-3.7478680197773e-07,1.46805219091662e-08,9.79490452757132e-10,-2.96660447576252e-09,-2.01272684160651e-10,50.0316063598506
"16",10,100,10,4,10,6.6032612959361e-07,0.999999832812003,-1.82915888661087e-08,3.14692961718834e-09,7.15354418462497e-10,-6.71453704587782e-10,-1.47258021081291e-10,10.0020644522967
"17",100,100,10,4,10,3.1873368319713e-06,0.999999165883903,-3.44821765210191e-07,6.67122901031094e-09,-4.53566922278285e-10,-1.37809226544259e-09,8.92110162777889e-11,100.061750228724
"18",50,100,10,4,10,2.86235178332407e-06,0.999999286094102,-9.83326560293959e-08,4.0424642832336e-09,1.14766170295864e-10,-7.78436100536645e-10,-2.10077334737377e-11,50.0297319502119
"19",10,50,0.1,4,10,7.63660969594874e-07,0.999999813211564,1.47917688694307e-05,-1.57505187833629e-06,-7.79211927256975e-08,5.39330797932642e-07,2.73486769467987e-08,10.0020383207945
"20",100,50,0.1,4,10,NA,0.999999951401475,0.000170083799922074,-1.97075536554023e-06,-1.29400452954894e-08,6.75096995720659e-07,4.25262240908567e-09,100.030479625427
"21",50,50,0.1,4,10,3.81210064420414e-07,0.999999904383076,9.04297527846148e-05,-2.09662168594996e-06,-2.48013117920973e-08,7.11153277891414e-07,8.35870949113912e-09,50.010923310788
"22",10,50,1,4,10,2.2207499202099e-07,0.999999945110616,7.83136477976945e-06,-8.6762036682549e-07,-3.67285499709252e-08,2.86299241687416e-07,1.15819880528099e-08,10.0054315123038
"23",100,50,1,4,10,1.85494123481919e-06,0.999999533328169,7.8189469642341e-05,-9.24014401080394e-07,-4.34445478998391e-10,3.1064337141011e-07,-9.66327345331738e-12,99.9891311997739
"24",50,50,1,4,10,4.34357039502706e-06,0.999998904253345,3.69159196383652e-05,-8.81601227484547e-07,-3.9499959009672e-10,2.90510306686829e-07,3.68297370438331e-10,50.0495651827851
"25",10,50,10,4,10,8.34360511149794e-07,0.999999815053175,1.95786569974197e-06,-2.10268600370644e-07,-7.86914941034782e-09,7.13323301996988e-08,2.6750115393517e-09,10.0021432571989
"26",100,50,10,4,10,3.5210665455039e-06,0.999999074883249,1.71418293697991e-05,-2.06502027607669e-07,-8.53529388414159e-10,6.81667264004368e-08,2.4777853464924e-10,100.000432542801
"27",50,50,10,4,10,1.58691053211351e-06,0.999999576455343,4.26185645890594e-06,-9.91361279114946e-08,-6.94516677846969e-09,3.35005200661337e-08,2.04945278867181e-09,50.0072073439159
"28",10,10,0.1,4,110,NA,0.713901147774805,0.938904632434114,0.181530123478319,0.176671134677086,9.97502071074926e-06,1.39531061230866e-05,9.96125874536973
"29",100,10,0.1,4,110,NA,0.403239763188953,0.993625248572334,0.18713755511971,0.179194671872198,1.02525176727388e-05,1.41834629387047e-05,100.816304734022
"30",50,10,0.1,4,110,NA,0.480376494030239,0.987270654910415,0.1872907393603,0.182115906144973,1.03593848570373e-05,1.49193788720996e-05,49.9733697960504
"31",10,10,1,4,110,2.15180555052904,0.808918115062841,0.886797834896957,0.119785159519828,0.0869856573925273,6.25498194462611e-06,6.12702291975516e-06,9.97258319425469
"32",100,10,1,4,110,NA,0.48006797153387,0.987490545277251,0.126053570766412,0.0888838546554764,6.54799392267656e-06,6.34588656219946e-06,100.158235774333
"33",50,10,1,4,110,Inf,0.569066348991414,0.975215265799385,0.125616256800987,0.089802427892283,6.5659019802787e-06,6.44813128898494e-06,50.0029327565003
"34",10,10,10,4,110,0.23791553522936,0.961055689340831,0.577990221907713,0.0304394340242776,0.00760483551216872,1.5490491077599e-06,4.81425721069777e-07,10.0081013558138
"35",100,10,10,4,110,5.09800868809329,0.710729530535212,0.931887564277204,0.0326883265678981,0.00675808426987865,1.65857564659959e-06,4.45573747353582e-07,100.193916703861
"36",50,10,10,4,110,2.21297451644832,0.8092074498103,0.872261652887393,0.0324436294621595,0.00688396396256976,1.6491686926897e-06,4.52467230860774e-07,50.0331244371669
"37",10,100,0.1,4,110,0.0444883365443659,0.990272536371383,0.32446351576429,0.0111826189770878,0.000793324316404835,0.000587806250321862,5.28042179920044e-05,10.0138534171236
"38",100,100,0.1,4,110,1.55952678058273,0.836113693018379,0.827583089225939,0.0121704368755599,0.000213950513169778,0.000639750885015846,2.40983090429781e-05,99.788146250139
"39",50,100,0.1,4,110,0.600904611494923,0.912526444477522,0.705268558912307,0.0119974451682338,0.000279103589691157,0.000630322884290152,2.72075939972501e-05,49.9742061697387
"40",10,100,1,4,110,0.0149254663778996,0.996553732306991,0.209234387625617,0.0062807457446795,0.000427934772323089,0.000330508421389725,2.60550927902202e-05,10.0095014416648
"41",100,100,1,4,110,0.687273327669729,0.904104984668502,0.726270908785116,0.00684027458335471,9.20916761877337e-05,0.00036036794303843,8.91988220759568e-06,100.156778162908
"42",50,100,1,4,110,0.243987629933833,0.956733409989966,0.569945038196303,0.00677244524604174,0.000136248111502214,0.000356611861906198,1.12048076969743e-05,50.0416773127042
"43",10,100,10,4,110,0.000535681150508106,0.999868306919856,0.0457779302892828,0.00116182602862697,7.42545860393602e-05,6.12198887230583e-05,4.02950449364676e-06,10.0044873443991
"44",100,100,10,4,110,0.0438937732853743,0.990494873066626,0.324567551596223,0.00126715534214347,1.04120832337894e-05,6.67152727640245e-05,6.92185675470227e-07,99.9912612741044
"45",50,100,10,4,110,0.012394182657447,0.997128191760021,0.193431874327643,0.00125097086362756,1.8129811078475e-05,6.58530873337462e-05,1.09353612875627e-06,50.0383538422849
