"","x_bar","y_bar","gamma","true_n","true_K","KLD","BC","Fc","derrorAB_dn","derrorBC_dn","derrorAB_dK","derrorBC_dK","emp_x_bar"
"1",10,10,0.1,2,10,0.144773264091771,0.972021675825479,0.474521030434141,0.0316211652548316,0.00139203831811869,0.00577445891263294,0.000472566821046896,9.9895498023791
"2",100,10,0.1,2,10,NA,0.743508561438169,0.901110073925034,0.0343349446919693,-0.00036602991191776,0.0062657493125693,0.000184661569208709,100.078406928743
"3",50,10,0.1,2,10,1.6049025772327,0.838596831926295,0.819803547818666,0.0340183615914426,-0.000146737284460318,0.00620665218653224,0.000220435935488798,50.0359456439425
"4",10,10,1,2,10,0.0491691740186958,0.989321088520113,0.330588741559304,0.0178784233270994,0.00093240094322638,0.00333118224716601,0.00024480106945434,10.0124272999025
"5",100,10,1,2,10,1.68831123720818,0.830380529348636,0.8320590292975,0.0194943259222249,-4.66114463076085e-05,0.00362075439837425,7.28727203801365e-05,99.8692330457261
"6",50,10,1,2,10,0.658068931462037,0.908144246299341,0.712105805442946,0.0192476009294599,7.23885014180735e-05,0.00357745287912741,9.33778917880413e-05,50.025681115436
"7",10,10,10,2,10,0.00187325683653322,0.999544940326555,0.0818075501090046,0.00334719750398152,0.000202568842910396,0.000629184655557293,4.05094145440046e-05,10.0005376179993
"8",100,10,10,2,10,0.130931350231419,0.974601500938617,0.472679558905493,0.00366370116911855,1.75982733535686e-05,0.000690062349556876,6.22473676460207e-06,100.123668033449
"9",50,10,10,2,10,0.0397121546827952,0.991335015580182,0.308880205100206,0.00361982276823183,4.21074790036447e-05,0.000681452842712228,1.07521378665859e-05,50.0275928594
"10",10,100,0.1,2,10,4.651872799653e-07,0.999999882023909,3.90720493826963e-05,-6.12447735359174e-06,-4.16233973830959e-07,7.0104423118202e-07,4.72988599285719e-08,10.0069052196938
