"","x_bar","y_bar","gamma","true_n","true_K","KLD","BC","Fc","derrorAB_dn","derrorBC_dn","derrorAB_dK","derrorBC_dK","emp_x_bar"
"1",10,10,0.1,5,10,1.06656426809885,0.850627894578529,0.760495478861142,0.0237898817529896,0.00171782547838719,0.0336175357811569,0.00526531949086392,9.97720782248405
"2",100,10,0.1,5,10,NA,0.507360368650305,0.969776926235144,0.0253099751407553,0.000625262595938009,0.0356856973689987,0.00405564546109079,100.0001886524
"3",50,10,0.1,5,10,7.90592482770501,0.602404137647449,0.941443303750149,0.0252113662087616,0.000761499208165215,0.0355334758741692,0.00422014551670648,50.0361804394494
"4",10,10,1,5,10,0.405361288597479,0.930125891500449,0.632940128349361,0.013800801616041,0.000970315221772292,0.0205417292703772,0.00247328580423967,9.99997518779996
"5",100,10,1,5,10,7.89170576505351,0.623930904309751,0.945237620968254,0.0149308565290549,0.000299765097276059,0.0220830784309884,0.001604017754464,99.6671390095663
"6",50,10,1,5,10,3.54509685807049,0.726279392755184,0.896378846414595,0.014781204314781,0.000377599417328599,0.0219092980112045,0.00170307500114317,50.0352892912647
"7",10,10,10,5,10,0.0205284930491212,0.995317244970299,0.237570979364472,0.00276917419419127,0.000179501062161166,0.00419371407853664,0.000312925225356147,9.99671285270033
"8",100,10,10,5,10,0.874462645322712,0.8858301673833,0.757338850153539,0.00300371213989085,3.01436912399476e-05,0.00456348106216841,9.35239887168842e-05,100.115604299223
"9",50,10,10,5,10,0.31774650903666,0.946050982819182,0.608819225206512,0.00297537315570534,4.97161140447019e-05,0.00451790391481032,0.000121607719176281,50.0170730412846
"10",10,100,0.1,5,10,4.4033583058017e-07,0.999999888408438,-5.03846415621674e-10,1.39637357329643e-10,-8.54140895890172e-11,-2.33474048812072e-11,2.09427722788473e-11,10.0060771557878
"11",100,100,0.1,5,10,9.10515830494267e-07,0.999999773957356,4.46155133447196e-08,-9.25364330060324e-10,-1.06139654597586e-11,2.25242314452824e-10,2.88923717033476e-12,100.01997473961
"12",50,100,0.1,5,10,6.56278563498818e-07,0.999999828337599,2.58022535957872e-08,-9.8741634954737e-10,-4.76722770165679e-11,2.57945160439515e-10,1.21524432452706e-11,50.013986461186
"13",10,100,1,5,10,3.47026355108278e-07,0.999999913055747,-7.46574746551297e-09,1.39723563072352e-09,1.19844730995145e-10,-3.46129441499579e-10,-2.92615484014764e-11,10.0001766381999
"14",100,100,1,5,10,4.74432180978252e-06,0.999998756620359,2.54675269973181e-08,-5.31103146716373e-10,8.9138737163767e-11,1.28516292026578e-10,-2.17999654885831e-11,100.065843983019
"15",50,100,1,5,10,2.8401808656343e-06,0.999999287514577,-5.64020387763514e-08,2.2690388992361e-09,1.39314629662561e-10,-5.63678067333403e-10,-3.52533233101909e-11,50.0312501666781
"16",10,100,10,5,10,6.84633611474045e-07,0.999999826732327,-2.95099665940049e-09,5.23780072184685e-10,1.02112583593252e-10,-1.36788696526464e-10,-2.61554816103436e-11,10.0021479747013
"17",100,100,10,5,10,3.17689150722795e-06,0.999999168570841,-5.13727722611514e-08,1.01600771771623e-09,-5.73617844542733e-11,-2.59246580973541e-10,1.39557193242577e-11,100.060928567724
"18",50,100,10,5,10,2.8877114382241e-06,0.999999279653169,-1.29185500342207e-08,5.42292910164781e-10,1.47539904940783e-11,-1.29111478297952e-10,-3.2739825596228e-12,50.0297684005417
"19",10,50,0.1,5,10,7.54819178333743e-07,0.999999815637071,9.29613023217983e-07,-9.95808058129361e-08,-6.59092320579626e-09,4.30191597489685e-08,3.20636943079031e-09,10.0021643270974
"20",100,50,0.1,5,10,NA,0.999999956441827,1.59139361978296e-05,-1.84443830195008e-07,-1.86272197692469e-09,8.00515239764128e-08,7.63311421136761e-10,100.030210238703
"21",50,50,0.1,5,10,4.14307303951894e-07,0.999999895887673,9.28836349406199e-06,-2.21437768259433e-07,-2.75221579741459e-09,9.26175609512959e-08,1.21895660721058e-09,50.0113610145818
"22",10,50,1,5,10,2.2422211110443e-07,0.999999944568884,5.29190206678215e-07,-6.58095400344681e-08,1.07284638835597e-09,2.46917324106136e-08,-9.72037610869751e-10,10.0065515322961
"23",100,50,1,5,10,2.04724912634582e-06,0.999999488941862,6.36210843117182e-06,-7.27352377606398e-08,1.15565640713413e-09,3.19458896970399e-08,-5.48537268027511e-10,99.9881016834226
"24",50,50,1,5,10,3.53266757584168e-06,0.999999110634467,2.6142562571714e-06,-6.69350667035736e-08,2.18848392338238e-09,2.60635383917241e-08,-8.16201181341985e-10,50.0462675969445
"25",10,50,10,5,10,1.11772729221529e-06,0.999999752220686,2.59280477887577e-07,-2.66659864920179e-08,1.46237528576213e-09,1.19512668457549e-08,-4.93421462218251e-10,10.0020241790047
"26",100,50,10,5,10,3.38293671586509e-06,0.999999117013923,1.67854870758874e-06,-2.0799917899191e-08,-1.06274543341886e-10,8.47941947453707e-09,1.82166688564797e-11,100.003298752096
"27",50,50,10,5,10,1.45976489507774e-06,0.999999608225152,-2.02571647431121e-07,5.82129378813797e-09,-1.26750472918907e-09,-2.03659049911808e-09,4.37988751575381e-10,50.0065760205171
"28",10,10,0.1,5,110,NA,0.648407285999268,0.965013463118822,0.204142700769058,0.258459003701705,3.74073590770014e-06,7.44291647820699e-06,9.94175203781072
"29",100,10,0.1,5,110,NA,0.543876041245674,0.981669416002545,0.205834803963545,0.255503806531742,3.71994527772167e-06,7.09470781436227e-06,19.2519518964019
"30",50,10,0.1,5,110,NA,0.693052854920449,0.955295014013481,0.202678357877206,0.25654637330974,3.72262812525261e-06,7.41644817004827e-06,7.69441358766933
"31",10,10,1,5,110,Inf,0.750560598258527,0.931558925344073,0.142750976198109,0.148291262081328,2.47134146543664e-06,3.73101963196476e-06,10.0480463321105
"32",100,10,1,5,110,NA,0.443319775641462,0.99167519375196,0.148520630757535,0.153000819245613,2.56044490282593e-06,3.92923285641553e-06,87.7871875531096
