"","x_bar","y_bar","gamma","true_n","n","error_AB","error_BC"
"3039",50,100,1,1,2.8,0.300510204795558,-0.00687136108801873
"3040",10,100,10,1,2.8,0.0162130011497336,-0.00142280372797818
"3041",100,100,10,1,2.8,0.138854575610604,-0.00164073330469895
"3042",50,100,10,1,2.8,0.0730956761993968,-0.00153673663212935
"3043",10,50,0.1,1,2.8,0.238230136976067,-0.0240432699606055
"3044",100,50,0.1,1,2.8,0.722109021196548,-0.017897145751039
"3045",50,50,0.1,1,2.8,0.588903488930893,-0.0195320503301562
"3046",10,50,1,1,2.8,0.147479417001353,-0.014395351530638
"3047",100,50,1,1,2.8,0.607550984730383,-0.0110522119569647
"3048",50,50,1,1,2.8,0.451437347045945,-0.011937979647294
"3049",10,50,10,1,2.8,0.0306983173496509,-0.00272402377548394
"3050",100,50,10,1,2.8,0.240092906907759,-0.00255625281868078
"3051",50,50,10,1,2.8,0.136335911448621,-0.00299782496638877
"3052",10,10,0.1,2,2.8,0.26801390300991,-0.084126700129135
"3053",100,10,0.1,2,2.8,0.322599563161899,-0.0834455809843968
"3054",50,10,0.1,2,2.8,0.315477712333318,-0.0840086461794715
"3055",10,10,1,2,2.8,0.219783651943537,-0.0510005195863074
"3056",100,10,1,2,2.8,0.307985030605466,-0.0512037843725153
"3057",50,10,1,2,2.8,0.294137060597928,-0.0511812075822956
"3058",10,10,10,2,2.8,0.0901244831362273,-0.0112606072094305
"3059",100,10,10,2,2.8,0.253460342558327,-0.0114441824487369
"3060",50,10,10,2,2.8,0.209954787731446,-0.0112828494225312
"3061",10,100,0.1,2,2.8,0.100900994480859,-0.0116786507675168
"3062",100,100,0.1,2,2.8,0.270657967448165,-0.0105392907711002
"3063",50,100,0.1,2,2.8,0.227547753007229,-0.0106908732660333
"3064",10,100,1,2,2.8,0.0643088044721141,-0.00689337519299846
"3065",100,100,1,2,2.8,0.235409075233476,-0.0063582211161245
"3066",50,100,1,2,2.8,0.179917190772043,-0.00646871433349126
"3067",10,100,10,2,2.8,0.014680825247801,-0.00127029330528181
"3068",100,100,10,2,2.8,0.100837507915037,-0.00155940131451035
"3069",50,100,10,2,2.8,0.058852461358062,-0.00135302487764837
"3070",10,50,0.1,2,2.8,0.154978692865464,-0.0216593003174993
"3071",100,50,0.1,2,2.8,0.297866867799506,-0.020141353863476
"3072",50,50,0.1,2,2.8,0.269936958879136,-0.0203466119453154
"3073",10,50,1,2,2.8,0.106065853930557,-0.0129391190625472
"3074",100,50,1,2,2.8,0.272457043209834,-0.0118818783125832
"3075",50,50,1,2,2.8,0.232571654914117,-0.0122312629065653
"3076",10,50,10,2,2.8,0.0264220036607487,-0.00252553619826431
"3077",100,50,10,2,2.8,0.154943822195539,-0.00255723453318834
"3078",50,50,10,2,2.8,0.0995503603254137,-0.0028751923998332
"3079",10,10,0.1,3,2.8,-0.0680585973270594,0.0361228836515815
"3080",100,10,0.1,3,2.8,-0.0750294816827507,0.0362087524222195
"3081",50,10,0.1,3,2.8,-0.0747685483321718,0.0363972436076251
"3082",10,10,1,3,2.8,-0.0644178261487767,0.0236670908008391
"3083",100,10,1,3,2.8,-0.0738577715838093,0.0232297300846823
"3084",50,10,1,3,2.8,-0.0743031289199508,0.0238220770259265
"3085",10,10,10,3,2.8,-0.0314615979641275,0.00531153955057847
"3086",100,10,10,3,2.8,-0.0660827673093088,0.0056322298351809
"3087",50,10,10,3,2.8,-0.0601258656922129,0.00577395428126835
"3088",10,100,0.1,3,2.8,-0.0301722809397882,0.00442379766003212
"3089",100,100,0.1,3,2.8,-0.0618341857981789,0.00456294410259321
"3090",50,100,0.1,3,2.8,-0.0557784280633677,0.00458803068790289
"3091",10,100,1,3,2.8,-0.0211762561675128,0.00267616697053232
"3092",100,100,1,3,2.8,-0.056549842649652,0.00280812420597866
"3093",50,100,1,3,2.8,-0.0481063891241537,0.0028579824124029
"3094",10,100,10,3,2.8,-0.00425115120123002,0.000582884728479729
"3095",100,100,10,3,2.8,-0.0297626842051573,0.000462317585635535
"3096",50,100,10,3,2.8,-0.0188377630329981,0.000500202348942756
"3097",10,50,0.1,3,2.8,-0.0418716892453644,0.0084186208126509
"3098",100,50,0.1,3,2.8,-0.0665414583601817,0.00881016790768382
"3099",50,50,0.1,3,2.8,-0.0626829205222489,0.00886028944864175
"3100",10,50,1,3,2.8,-0.0327071268374565,0.0052811218709991
"3101",100,50,1,3,2.8,-0.0622245264742275,0.00512924105089303
"3102",50,50,1,3,2.8,-0.0568983780914772,0.00527859374513674
"3103",10,50,10,3,2.8,-0.00896096599344306,0.00106319806750812
"3104",100,50,10,3,2.8,-0.0412033933372015,0.00124119860734942
"3105",50,50,10,3,2.8,-0.0297674637909201,0.00100420493648747
"3106",10,10,0.1,4,2.8,-0.396280468947892,0.300947453751031
"3107",100,10,0.1,4,2.8,-0.420626379775809,0.30659481961953
"3108",50,10,0.1,4,2.8,-0.419086599208088,0.309173874876215
"3109",10,10,1,4,2.8,-0.351886706007741,0.195637174883147
"3110",100,10,1,4,2.8,-0.394874624991633,0.199179749937025
"3111",50,10,1,4,2.8,-0.391821487065,0.201055744672186
"3112",10,10,10,4,2.8,-0.207077854474701,0.0474112177175229
"3113",100,10,10,4,2.8,-0.355777357863214,0.0518818711068111
"3114",50,10,10,4,2.8,-0.330038316760363,0.0516711384746992
"3115",10,100,0.1,4,2.8,-0.200354938520004,0.0388056259185743
"3116",100,100,0.1,4,2.8,-0.335590288603674,0.0402473684251339
"3117",50,100,0.1,4,2.8,-0.312471879454205,0.0402266435330392
"3118",10,100,1,4,2.8,-0.145491200283604,0.0228547228713018
"3119",100,100,1,4,2.8,-0.312783818007688,0.0240095936548134
"3120",50,100,1,4,2.8,-0.277520221447035,0.0238069794971205
"3121",10,100,10,4,2.8,-0.0389845170621201,0.00453737961502198
"3122",100,100,10,4,2.8,-0.194947479341549,0.00487665763024818
"3123",50,100,10,4,2.8,-0.135681175693033,0.00466799945466836
"3124",10,50,0.1,4,2.8,-0.264098582073002,0.0747102287838539
"3125",100,50,0.1,4,2.8,-0.357477487477755,0.0781167392238816
"3126",50,50,0.1,4,2.8,-0.344090539553132,0.078002040085895
"3127",10,50,1,4,2.8,-0.209613223863576,0.0446660007252887
"3128",100,50,1,4,2.8,-0.337935663031448,0.0456037905965589
"3129",50,50,1,4,2.8,-0.317239114016768,0.0461769469600804
"3130",10,50,10,4,2.8,-0.0702813597672306,0.00885414831485578
"3131",100,50,10,4,2.8,-0.25424977091105,0.0101183776769149
"3132",50,50,10,4,2.8,-0.197678194143903,0.00976036561710254
"3133",10,10,0.1,1,2.9,0.571614347303256,-0.0872278959787102
"3134",100,10,0.1,1,2.9,0.859634798189239,-0.0770819395464159
"3135",50,10,0.1,1,2.9,0.813476664709249,-0.0786164108020774
"3136",10,10,1,1,2.9,0.434511499742249,-0.0551690385440197
"3137",100,10,1,1,2.9,0.820305034783157,-0.0468869815192751
"3138",50,10,1,1,2.9,0.746960346521197,-0.0481465866452759
"3139",10,10,10,1,2.9,0.130221017356466,-0.0129633154429588
"3140",100,10,10,1,2.9,0.568022872400128,-0.0107742669776123
"3141",50,10,10,1,2.9,0.413337150888383,-0.011452374684671
"3142",10,100,0.1,1,2.9,0.144644952191193,-0.0138839599848547
"3143",100,100,0.1,1,2.9,0.617840329982141,-0.0104900419353366
"3144",50,100,0.1,1,2.9,0.452064374600472,-0.0113482573463486
"3145",10,100,1,1,2.9,0.0857001123291754,-0.00810376398328351
"3146",100,100,1,1,2.9,0.477986192943477,-0.00642525093052443
"3147",50,100,1,1,2.9,0.314510167011072,-0.00721961597391229
"3148",10,100,10,1,2.9,0.0170783244308331,-0.0015051648458585
"3149",100,100,10,1,2.9,0.145877656547481,-0.00172122477622801
"3150",50,100,10,1,2.9,0.0770062166736196,-0.00161382450646414
"3151",10,50,0.1,1,2.9,0.249549252517627,-0.0252538372413576
"3152",100,50,0.1,1,2.9,0.74680380023738,-0.018820994054589
"3153",50,50,0.1,1,2.9,0.611240767533108,-0.0205172490074932
"3154",10,50,1,1,2.9,0.154918945137487,-0.0151470555097346
"3155",100,50,1,1,2.9,0.63028334468858,-0.0116050435031955
"3156",50,50,1,1,2.9,0.470302150720354,-0.0125336319489916
"3157",10,50,10,1,2.9,0.0323485205751126,-0.00288076623818958
"3158",100,50,10,1,2.9,0.251476825527949,-0.00269260947675985
"3159",50,50,10,1,2.9,0.143216335620118,-0.00314851423059853
"3160",10,10,0.1,2,2.9,0.296533765758726,-0.0939091827917147
"3161",100,10,0.1,2,2.9,0.355812106534416,-0.093111677608922
"3162",50,10,0.1,2,2.9,0.348155841801197,-0.0937491293098712
"3163",10,10,1,2,2.9,0.244206171173837,-0.0570111156307572
"3164",100,10,1,2,2.9,0.339964826536509,-0.0571306804355998
"3165",50,10,1,2,2.9,0.325081920182345,-0.0571268132275619
"3166",10,10,10,2,2.9,0.100891768439188,-0.0126283570894177
"3167",100,10,10,2,2.9,0.280733049153665,-0.0127640827035939
"3168",50,10,10,2,2.9,0.233307535117686,-0.0126143842009325
"3169",10,100,0.1,2,2.9,0.112802507094358,-0.0130862475333212
"3170",100,100,0.1,2,2.9,0.299415620450135,-0.0117805716854168
"3171",50,100,0.1,2,2.9,0.252384265848276,-0.0119507444611025
"3172",10,100,1,2,2.9,0.0719960084451564,-0.00772726513397136
"3173",100,100,1,2,2.9,0.260856426567551,-0.00709559685445544
"3174",50,100,1,2,2.9,0.200236595963632,-0.00724419764714725
"3175",10,100,10,2,2.9,0.0163846911738325,-0.00143730888047737
"3176",100,100,10,2,2.9,0.112625012456143,-0.00172241268051034
"3177",50,100,10,2,2.9,0.0659533627070348,-0.00151720635001297
"3178",10,50,0.1,2,2.9,0.172554770937156,-0.0242186424777684
"3179",100,50,0.1,2,2.9,0.328988136349846,-0.0225108412529985
"3180",50,50,0.1,2,2.9,0.298618521897591,-0.0227382052176174
"3181",10,50,1,2,2.9,0.118524721588397,-0.0144859785411566
"3182",100,50,1,2,2.9,0.301340962829201,-0.0132747274479912
"3183",50,50,1,2,2.9,0.257856990406641,-0.0136699030883886
"3184",10,50,10,2,2.9,0.0296170885611039,-0.00285075923789288
"3185",100,50,10,2,2.9,0.172313996509786,-0.00286769707277818
"3186",50,50,10,2,2.9,0.111200412169784,-0.00319191816744405
"3187",10,10,0.1,3,2.9,-0.0342635171942205,0.0183379520890797
"3188",100,10,0.1,3,2.9,-0.0373980067626278,0.0181082944678976
"3189",50,10,0.1,3,2.9,-0.037595340691672,0.0183119936008055
"3190",10,10,1,3,2.9,-0.0352762829108908,0.0127085045796976
"3191",100,10,1,3,2.9,-0.0382604738760376,0.0119125191722238
"3192",50,10,1,3,2.9,-0.0395515272797041,0.0125205518569042
"3193",10,10,10,3,2.9,-0.016721022278183,0.00284957322961521
"3194",100,10,10,3,2.9,-0.0350190326727493,0.00300279828364437
"3195",50,10,10,3,2.9,-0.0323893713776197,0.00311028235411544
"3196",10,100,0.1,3,2.9,-0.0146775133476712,0.00212367538073259
"3197",100,100,0.1,3,2.9,-0.0304282534756226,0.00228063537069844
"3198",50,100,0.1,3,2.9,-0.027603051827025,0.00229892315903675
"3199",10,100,1,3,2.9,-0.0106559939814097,0.00132774466530278
"3200",100,100,1,3,2.9,-0.0279774833502158,0.00143445029543681
"3201",50,100,1,3,2.9,-0.0241035366011152,0.00148885623096055
"3202",10,100,10,3,2.9,-0.00173528359429767,0.000322945916999018
"3203",100,100,10,3,2.9,-0.0144860750385104,0.000181882841103729
"3204",50,100,10,3,2.9,-0.00907674282650849,0.000228302071066825
"3205",10,50,0.1,3,2.9,-0.0201278588450938,0.00405861203263062
"3206",100,50,0.1,3,2.9,-0.0328864562206929,0.00439085744891619
"3207",50,50,0.1,3,2.9,-0.0309503861682611,0.00442031718374303
"3208",10,50,1,3,2.9,-0.0165007746618967,0.00268533575774722
"3209",100,50,1,3,2.9,-0.0306364310965019,0.00253045403673947
"3210",50,50,1,3,2.9,-0.0282947677858509,0.00263752444777813
"3211",10,50,10,3,2.9,-0.00430681905241082,0.000549438038211259
"3212",100,50,10,3,2.9,-0.0199689328495978,0.000677112861371283
"3213",50,50,10,3,2.9,-0.0145526912203057,0.000452624306572135
"3214",10,10,0.1,4,2.9,-0.359959849978225,0.275210766538582
"3215",100,10,0.1,4,2.9,-0.381442838041534,0.280157007944155
"3216",50,10,0.1,4,2.9,-0.380186838613308,0.282633394123226
"3217",10,10,1,4,2.9,-0.320164153917192,0.178983007196173
"3218",100,10,1,4,2.9,-0.358146379941244,0.181891741089178
"3219",50,10,1,4,2.9,-0.35571459291911,0.183735848530808
"3220",10,10,10,4,2.9,-0.189060095364737,0.0433906258221828
"3221",100,10,10,4,2.9,-0.323023679032252,0.0473772090953942
"3222",50,10,10,4,2.9,-0.2999795573856,0.0472153292433908
"3223",10,100,0.1,4,2.9,-0.182202976828669,0.0354034671595233
"3224",100,100,0.1,4,2.9,-0.303670966268857,0.0366755454438534
"3225",50,100,0.1,4,2.9,-0.283017286435343,0.0366634579411968
"3226",10,100,1,4,2.9,-0.132677892286832,0.020883724414728
"3227",100,100,1,4,2.9,-0.283195349475054,0.0218724247620584
"3228",50,100,1,4,2.9,-0.251651622299557,0.0216996868917647
"3229",10,100,10,4,2.9,-0.0356881307419153,0.00417405422333104
"3230",100,100,10,4,2.9,-0.177185467383391,0.00444027703240509
"3231",50,100,10,4,2.9,-0.123725275724625,0.00425832217491701
"3232",10,50,0.1,4,2.9,-0.239752213546851,0.0681447912926444
"3233",100,50,0.1,4,2.9,-0.323481209890321,0.0712082525543798
"3234",50,50,0.1,4,2.9,-0.311538950651504,0.0711218860518339
"3235",10,50,1,4,2.9,-0.190711758249754,0.0407627370870115
"3236",100,50,1,4,2.9,-0.305792725680829,0.0415319470127297
"3237",50,50,1,4,2.9,-0.287369752592032,0.0420727704742723
"3238",10,50,10,4,2.9,-0.0642687402051296,0.00810933829890221
"3239",100,50,10,4,2.9,-0.230694638518817,0.00921789283670534
"3240",50,50,10,4,2.9,-0.179858667274372,0.00889659747948666
"3241",10,10,0.1,1,3,0.59136078666801,-0.091112884944786
"3242",100,10,0.1,1,3,0.883265429910364,-0.0806776416474205
"3243",50,10,0.1,1,3,0.836766064876547,-0.0822511472333337
"3244",10,10,1,1,3,0.451136672138671,-0.0576175957998048
"3245",100,10,1,1,3,0.843658609625916,-0.04902992753583
"3246",50,10,1,1,3,0.76958409764283,-0.0503228792383526
"3247",10,10,10,1,3,0.136167665023548,-0.0135654773734933
"3248",100,10,10,1,3,0.587910223670918,-0.0112493053599395
"3249",50,10,10,1,3,0.429402206133792,-0.0119625286198062
"3250",10,100,0.1,1,3,0.151612214147709,-0.0145702525258391
"3251",100,100,0.1,1,3,0.63973731040193,-0.010995934538284
"3252",50,100,0.1,1,3,0.47008053301341,-0.0118882838899333
"3253",10,100,1,1,3,0.089947728154828,-0.0085194808086637
"3254",100,100,1,1,3,0.496676691977403,-0.00673028717875315
"3255",50,100,1,1,3,0.328269080358095,-0.00756496826913322
"3256",10,100,10,1,3,0.0179421444785583,-0.00158738324566895
"3257",100,100,10,1,3,0.152841389768979,-0.00180123295248059
"3258",50,100,10,1,3,0.0808968795444323,-0.00169057110904896
"3259",10,50,0.1,1,3,0.260703890031469,-0.0264538835263893
"3260",100,50,0.1,1,3,0.770519801069268,-0.0197397112951359
"3261",50,50,0.1,1,3,0.632845435131169,-0.0214952806625594
"3262",10,50,1,1,3,0.162286218220601,-0.0158933060947809
"3263",100,50,1,1,3,0.6522461899403,-0.0121535365444847
"3264",50,50,1,1,3,0.488679928048149,-0.0131240318311799
"3265",10,50,10,1,3,0.0339931507673873,-0.00303699701635602
"3266",100,50,10,1,3,0.262694786892914,-0.00282776788256707
"3267",50,50,10,1,3,0.150033874577369,-0.00329819941357171
"3268",10,10,0.1,2,3,0.324143860915467,-0.10354869040577
"3269",100,10,0.1,2,3,0.387743036927742,-0.102630377555764
"3270",50,10,0.1,2,3,0.379602070987699,-0.103341749554111
"3271",10,10,1,2,3,0.267943484452922,-0.0629349167166668
"3272",100,10,1,2,3,0.370726610255229,-0.0629650275228658
"3273",50,10,1,2,3,0.354893684186916,-0.0629799075069796
"3274",10,10,10,2,3,0.111517627387766,-0.0139826430316606
"3275",100,10,10,2,3,0.30711835315982,-0.0140630791440488
"3276",50,10,10,2,3,0.256015872763983,-0.0139259397195566
"3277",10,100,0.1,2,3,0.12455487207295,-0.0144825317900538
"3278",100,100,0.1,2,3,0.327231033027296,-0.0130080995656032
"3279",50,100,0.1,2,3,0.276531375392666,-0.0131971693213816
"3280",10,100,1,2,3,0.079619990167465,-0.00855592687589658
"3281",100,100,1,2,3,0.285572912150589,-0.0078242488005044
"3282",50,100,1,2,3,0.220102163306033,-0.00801113631491972
"3283",10,100,10,2,3,0.0180849209977764,-0.00160397100198564
"3284",100,100,10,2,3,0.124261826274791,-0.00188402484684807
"3285",50,100,10,2,3,0.0729990862027786,-0.00168039049918302
"3286",10,50,0.1,2,3,0.189796844158202,-0.0267518713433573
"3287",100,50,0.1,2,3,0.35898855481958,-0.0248526523581863
"3288",50,50,0.1,2,3,0.326360887433434,-0.0251019003854727
"3289",10,50,1,2,3,0.13081422772605,-0.0160188682396188
"3290",100,50,1,2,3,0.329257753420377,-0.0146494661883177
"3291",50,50,1,2,3,0.282415237064496,-0.015090738561546
"3292",10,50,10,2,3,0.0327993759135275,-0.00317481800823957
"3293",100,50,10,2,3,0.189346501212677,-0.00317454718396173
"3294",50,50,10,2,3,0.122698743989641,-0.00350577649663071
"3295",10,10,0.1,3,3,-0.00135942442339656,0.000767277875548342
"3296",100,10,0.1,3,3,-0.000899535126505713,0.000244061649280811
"3297",50,10,0.1,3,3,-0.00152558719228213,0.000461393798597478
"3298",10,10,1,3,3,-0.00685688246780726,0.00188769586469251
"3299",100,10,1,3,3,-0.00375483365039442,0.000757386207967587
"3300",50,10,1,3,3,-0.00583651013917376,0.00137695935346123
"3301",10,10,10,3,3,-0.0021698284541206,0.000408888564601288
"3302",100,10,10,3,3,-0.00483012010034539,0.000412760593957873
"3303",50,10,10,3,3,-0.00534342226672711,0.000482590344087608
"3304",10,100,0.1,3,3,0.000594377958134698,-0.000156000440470327
"3305",100,100,0.1,3,3,5.87505081073621e-05,2.80156152290354e-05
"3306",50,100,0.1,3,3,-0.000168609302037662,3.80399684449881e-05
"3307",10,100,1,3,3,-0.000241240011640306,-1.07713579012571e-05
"3308",100,100,1,3,3,-0.000177908830471786,7.97505022370779e-05
"3309",50,100,1,3,3,-0.000648427901952256,0.000136930804062966
"3310",10,100,10,3,3,0.000774527848406441,6.35975111597283e-05
"3311",100,100,10,3,3,0.000562919466769424,-9.56036724441726e-05
"3312",50,100,10,3,3,0.00059072927620135,-4.15906356998297e-05
"3313",10,50,0.1,3,3,0.00118858825708044,-0.000254995030757704
"3314",100,50,0.1,3,3,-0.000262861046328448,3.00200924074219e-05
"3315",50,50,0.1,3,3,-0.000132471024423507,3.70768087542891e-05
"3316",10,50,1,3,3,-0.000540292534227514,0.000114886483821438
"3317",100,50,1,3,3,1.54082467094175e-05,-3.09399001113646e-05
"3318",50,50,1,3,3,-0.000458219132799459,3.21058705043714e-05
"3319",10,50,10,3,3,0.000326622486943632,3.76432559707828e-05
"3320",100,50,10,3,3,0.000831631694237307,0.000120292631553602
"3321",50,50,10,3,3,0.000437546100196546,-9.3199862967306e-05
"3322",10,10,0.1,4,3,-0.324338453244596,0.249598137683872
"3323",100,10,0.1,4,3,-0.343098804803032,0.253862858750408
"3324",50,10,0.1,4,3,-0.342108478783711,0.256223677881435
"3325",10,10,1,4,3,-0.289067531837479,0.16246048821835
"3326",100,10,1,4,3,-0.322275210963281,0.164760862836276
"3327",50,10,1,4,3,-0.320429013185237,0.166566016986625
"3328",10,10,10,4,3,-0.171246562502773,0.0393948976843341
"3329",100,10,10,4,3,-0.291016062495477,0.0429242466229739
"3330",50,10,10,4,3,-0.270543661030845,0.0428065527452572
"3331",10,100,0.1,4,3,-0.164319209031937,0.0320317176486004
"3332",100,100,0.1,4,3,-0.272561941393651,0.0331484653317278
"3333",50,100,0.1,4,3,-0.254256273737946,0.0331429739342909
"3334",10,100,1,4,3,-0.120004548443585,0.0189281062647337
"3335",100,100,1,4,3,-0.254326886706051,0.019764129101333
"3336",50,100,1,4,3,-0.226339986078852,0.019618973585578
"3337",10,100,10,4,3,-0.0324004849161269,0.00381162762515522
"3338",100,100,10,4,3,-0.159699163819041,0.00400880885185246
"3339",50,100,10,4,3,-0.111896240827079,0.0038520435737833
"3340",10,50,0.1,4,3,-0.215852508535762,0.0616419796863266
"3341",100,50,0.1,4,3,-0.290350781820073,0.0643802734495673
"3342",50,50,0.1,4,3,-0.27978217812633,0.0643196357625963
"3343",10,50,1,4,3,-0.17209700584751,0.0368961579183588
"3344",100,50,1,4,3,-0.274469885254949,0.0375141844476667
"3345",50,50,1,4,3,-0.258209097807107,0.0380209245357653
"3346",10,50,10,4,3,-0.058284337639578,0.00736742990287635
"3347",100,50,10,4,3,-0.207601030115392,0.00832890384593758
"3348",50,50,10,4,3,-0.162306949615518,0.00804202945819747
"3349",10,10,0.1,1,3.1,0.610461675268632,-0.0949470324165184
"3350",100,10,0.1,1,3.1,0.905811568069544,-0.0842366723283843
"3351",50,10,0.1,1,3.1,0.859034863354511,-0.0858470498429035
"3352",10,10,1,1,3.1,0.467321860806037,-0.0600335029748835
"3353",100,10,1,1,3.1,0.865980276568988,-0.0511499786321393
"3354",50,10,1,1,3.1,0.791283276981866,-0.0524746648785748
"3355",10,10,10,1,3.1,0.142043028307833,-0.0141613746625958
"3356",100,10,10,1,3.1,0.607149516214299,-0.0117184569216561
"3357",50,10,10,1,3.1,0.44506058498853,-0.012465806095505
"3358",10,100,0.1,1,3.1,0.158520507742696,-0.0152522225641667
"3359",100,100,0.1,1,3.1,0.660932295955611,-0.011498886082094
"3360",50,100,0.1,1,3.1,0.487664605433452,-0.0124243575729763
"3361",10,100,1,1,3.1,0.09417256717972,-0.00893334133224638
"3362",100,100,1,1,3.1,0.514897073402219,-0.0070330534665604
"3363",50,100,1,1,3.1,0.34179315178519,-0.00790751787893057
"3364",10,100,10,1,3.1,0.0188044663728945,-0.00166945941719353
"3365",100,100,10,1,3.1,0.159746536828412,-0.00188076713254613
"3366",50,100,10,1,3.1,0.0847678258153475,-0.00176698013071148
"3367",10,50,0.1,1,3.1,0.271697694650056,-0.0276436973666299
"3368",100,50,0.1,1,3.1,0.793314266073954,-0.0206534938749875
"3369",50,50,0.1,1,3.1,0.653753145167319,-0.0224664437542356
"3370",10,50,1,1,3.1,0.169582338756615,-0.0166342099885179
"3371",100,50,1,1,3.1,0.673478092635157,-0.0126978902785398
"3372",50,50,1,1,3.1,0.506589417999998,-0.0137093971426634
"3373",10,50,10,1,3.1,0.0356322531616355,-0.0031927205743492
"3374",100,50,10,1,3.1,0.273750465781639,-0.00296176510360224
"3375",50,50,10,1,3.1,0.156789436176386,-0.00344690046157388
"3376",10,10,0.1,2,3.1,0.35088793992642,-0.113050418164724
"3377",100,10,0.1,2,3.1,0.418466275661319,-0.112007528529882
"3378",50,10,0.1,2,3.1,0.409885839460753,-0.112792322269252
"3379",10,10,1,2,3.1,0.29102534398525,-0.0687754041556643
"3380",100,10,1,2,3.1,0.40034042680203,-0.0687112030871974
"3381",50,10,1,2,3.1,0.383635095969312,-0.0687447473389526
"3382",10,10,10,2,3.1,0.122005564903795,-0.0153238765012727
"3383",100,10,10,2,3.1,0.332660613513731,-0.0153422408806881
"3384",50,10,10,2,3.1,0.278107627953867,-0.01521845993105
"3385",10,100,0.1,2,3.1,0.136160880659627,-0.0158677938096184
"3386",100,100,0.1,2,3.1,0.354149790932228,-0.0142225526901743
"3387",50,100,0.1,2,3.1,0.300017421407589,-0.01443075172641
"3388",10,100,1,2,3.1,0.0871815356692906,-0.00937945718430596
"3389",100,100,1,2,3.1,0.30958959410924,-0.00854458764049318
"3390",50,100,1,2,3.1,0.239528971795587,-0.00876987422771066
"3391",10,100,10,2,3.1,0.0197815293494388,-0.00177028141736933
"3392",100,100,10,2,3.1,0.135750842114352,-0.00204427656512535
"3393",50,100,10,2,3.1,0.0799902908289123,-0.00184259555364454
"3394",10,50,0.1,2,3.1,0.20671438216293,-0.0292598470410761
"3395",100,50,0.1,2,3.1,0.387927692139268,-0.0271681451818626
"3396",50,50,0.1,2,3.1,0.353209510634427,-0.0274389871484304
"3397",10,50,1,2,3.1,0.142937863141903,-0.0175381618785665
"3398",100,50,1,2,3.1,0.356255281031865,-0.0160069796029265
"3399",50,50,1,2,3.1,0.30627743180482,-0.0164945774755144
"3400",10,50,10,2,3.1,0.0359689665940845,-0.00349772500847133
"3401",100,50,10,2,3.1,0.206051187891275,-0.00347791966613099
"3402",50,50,10,2,3.1,0.134048366127512,-0.00381684716385186
"3403",10,10,0.1,3,3.1,0.0306868856045892,-0.0165921007877829
"3404",100,10,0.1,3,3.1,0.0345149327112347,-0.0173880912683082
"3405",50,10,0.1,3,3.1,0.0334876275377508,-0.0171585522984584
"3406",10,10,1,3,3.1,0.0208673505112005,-0.00879942796075085
"3407",100,10,1,3,3.1,0.0297089408970856,-0.0102411164710282
"3408",50,10,1,3,3.1,0.0268880581271511,-0.00961397390160886
"3409",10,10,10,3,3.1,0.0121962232942631,-0.00201117283449973
"3410",100,10,10,3,3.1,0.0245215921301169,-0.00213967445750538
"3411",50,10,10,3,3.1,0.0210387021589386,-0.00211072964586659
"3412",10,100,0.1,3,3.1,0.0156481543008872,-0.00241579424341286
"3413",100,100,0.1,3,3.1,0.0296665518639816,-0.00219620154888588
"3414",50,100,0.1,3,3.1,0.0265537389966645,-0.00219577651157023
"3415",10,100,1,3,3.1,0.0100695895124834,-0.0013395952555352
"3416",100,100,1,3,3.1,0.0268798240687189,-0.00125678612921716
"3417",50,100,1,3,3.1,0.0222774957667405,-0.00119845867531355
"3418",10,100,10,3,3.1,0.00327830865922097,-0.000195164629552684
"3419",100,100,10,3,3.1,0.0153893685827646,-0.000370231871472035
"3420",50,100,10,3,3.1,0.0101660112896728,-0.000309520408159073
"3421",10,50,0.1,3,3.1,0.0220900328018021,-0.00452364905018386
"3422",100,50,0.1,3,3.1,0.0313758846621933,-0.00427476409367868
"3423",50,50,0.1,3,3.1,0.0298097367588877,-0.00429172013386654
"3424",10,50,1,3,3.1,0.0151799039362698,-0.00243094344700873
"3425",100,50,1,3,3.1,0.0297720061712469,-0.00255655574121647
"3426",50,50,1,3,3.1,0.0266417822736274,-0.00253914307809501
"3427",10,50,10,3,3.1,0.00493952137155274,-0.000472211370441288
"3428",100,50,10,3,3.1,0.0212115653173134,-0.000429535859204063
"3429",50,50,10,3,3.1,0.0152082468280717,-0.000633442127308714
"3430",10,10,0.1,4,3.1,-0.289401247978376,0.224118853856511
"3431",100,10,0.1,4,3.1,-0.305572615447952,0.22772166520017
"3432",50,10,0.1,4,3.1,-0.304830632679361,0.229953958562836
"3433",10,10,1,4,3.1,-0.258579617507097,0.146069376136409
"3434",100,10,1,4,3.1,-0.287232993027713,0.147786137778588
"3435",50,10,1,4,3.1,-0.285938278396416,0.149545458635733
"3436",10,10,10,4,3.1,-0.153633573938158,0.0354233149641332
"3437",100,10,10,4,3.1,-0.259728904196127,0.0385210543715347
"3438",50,10,10,4,3.1,-0.241711106502382,0.0384431114180375
"3439",10,100,0.1,4,3.1,-0.146697794638135,0.0286895861867795
"3440",100,100,0.1,4,3.1,-0.242232827893328,0.0296644934267066
"3441",50,100,0.1,4,3.1,-0.226164701668277,0.0296636919687452
"3442",10,100,1,4,3.1,-0.107468892973792,0.016987524129171
"3443",100,100,1,4,3.1,-0.22615247619833,0.0176836282754509
