"","x_bar","y_bar","gamma","true_n","n","error_AB","error_BC"
"1582",10,100,10,3,1.4,-0.0401238555374259,0.00428643300512814
"1583",100,100,10,3,1.4,-0.270784239836946,0.00475884420252026
"1584",50,100,10,3,1.4,-0.166143540395684,0.0045461753935092
"1585",10,50,0.1,3,1.4,-0.399457724799236,0.0753356445345088
"1586",100,50,0.1,3,1.4,-0.68104848513727,0.0786321236480353
"1587",50,50,0.1,3,1.4,-0.631690576856446,0.0786705540949735
"1588",10,50,1,3,1.4,-0.289005078974054,0.0447658381431353
"1589",100,50,1,3,1.4,-0.633325394217423,0.0466532633753757
"1590",50,50,1,3,1.4,-0.559953918675869,0.0470891719364597
"1591",10,50,10,3,1.4,-0.0763891385109985,0.00847733907995184
"1592",100,50,10,3,1.4,-0.393035657496757,0.0100956902830438
"1593",50,50,10,3,1.4,-0.269558495664327,0.00944884683184938
"1594",10,10,0.1,4,1.4,-0.987435927401554,0.668153497092315
"1595",100,10,0.1,4,1.4,-1.07118153806611,0.685538396314321
"1596",50,10,0.1,4,1.4,-1.06318998115601,0.688269400726823
"1597",10,10,1,4,1.4,-0.873329337369433,0.442731932489131
"1598",100,10,1,4,1.4,-1.01862684936925,0.458258992901687
"1599",50,10,1,4,1.4,-1.0019095157067,0.459747298050387
"1600",10,10,10,4,1.4,-0.483219923390835,0.106798155263328
"1601",100,10,10,4,1.4,-0.910812573330657,0.121745670171062
"1602",50,10,10,4,1.4,-0.829850295519976,0.120183810225873
"1603",10,100,0.1,4,1.4,-0.486373221755806,0.0901509644190599
"1604",100,100,0.1,4,1.4,-0.889149726787275,0.0961106534827859
"1605",50,100,0.1,4,1.4,-0.81450016216904,0.0956473593964053
"1606",10,100,1,4,1.4,-0.340977939918457,0.0522847540478344
"1607",100,100,1,4,1.4,-0.820889019444711,0.0577286040351708
"1608",50,100,1,4,1.4,-0.710320680311885,0.0567443456630455
"1609",10,100,10,4,1.4,-0.0860732534758174,0.00972274440840367
"1610",100,100,10,4,1.4,-0.476684239408635,0.0116014189030779
"1611",50,100,10,4,1.4,-0.317631053497634,0.0108119219744296
"1612",10,50,0.1,4,1.4,-0.659675588154163,0.174251470024607
"1613",100,50,0.1,4,1.4,-0.94723565657153,0.185064758569097
"1614",50,50,0.1,4,1.4,-0.903218543108134,0.184172132871947
"1615",10,50,1,4,1.4,-0.50847443789502,0.10380562734267
"1616",100,50,1,4,1.4,-0.896073103553021,0.109678314304225
"1617",50,50,1,4,1.4,-0.827178626907188,0.110408071547435
"1618",10,50,10,4,1.4,-0.157547823988669,0.0196110164449614
"1619",100,50,10,4,1.4,-0.641553295480025,0.0242107320186035
"1620",50,50,10,4,1.4,-0.479147162129343,0.0230024091065426
"1621",10,10,0.1,1,1.5,0.201250454593507,-0.0261086829319484
"1622",100,10,0.1,1,1.5,0.345413247954803,-0.0221960087888758
"1623",50,10,0.1,1,1.5,0.319149242914703,-0.0228258367527336
"1624",10,10,1,1,1.5,0.141591138245859,-0.0165263262633148
"1625",100,10,1,1,1.5,0.322520489745902,-0.013812442084896
"1626",50,10,1,1,1.5,0.283086205766461,-0.014351187876458
"1627",10,10,10,1,1.5,0.0382591023046376,-0.00375820674912427
"1628",100,10,10,1,1.5,0.195402912685134,-0.00328682179054312
"1629",50,10,10,1,1.5,0.133385155685785,-0.00337646292430495
"1630",10,100,0.1,1,1.5,0.0404585943437847,-0.00377342784884263
"1631",100,100,0.1,1,1.5,0.212068011206629,-0.00298835893371689
"1632",50,100,0.1,1,1.5,0.143659986068016,-0.00325210797226104
"1633",10,100,1,1,1.5,0.0237293926611292,-0.00207521786314596
"1634",100,100,1,1,1.5,0.15448527503668,-0.00183852171354071
"1635",50,100,1,1,1.5,0.0933004645037543,-0.00202315118283906
"1636",10,100,10,1,1.5,0.00482463705995462,-0.000338898137194698
"1637",100,100,10,1,1.5,0.0417817213392869,-0.000545580929248009
"1638",50,100,10,1,1.5,0.0203730232943444,-0.00050171957326331
"1639",10,50,0.1,1,1.5,0.074232392466866,-0.00719122401266348
"1640",100,50,0.1,1,1.5,0.274149128033032,-0.00528711529687376
"1641",50,50,0.1,1,1.5,0.20993423025868,-0.00587854188931152
"1642",10,50,1,1,1.5,0.0436424011282886,-0.00407182150499389
"1643",100,50,1,1,1.5,0.218043078141972,-0.00333957739718104
"1644",50,50,1,1,1.5,0.151145370659262,-0.00358217139591596
"1645",10,50,10,1,1.5,0.00871695205141513,-0.000637660362073682
"1646",100,50,10,1,1.5,0.0751013912514189,-0.000654206550201776
"1647",50,50,10,1,1.5,0.0407187332122168,-0.000937210313931378
"1648",10,10,0.1,2,1.5,-0.212490504490476,0.0591733456212002
"1649",100,10,0.1,2,1.5,-0.274643467004105,0.059272037429158
"1650",50,10,0.1,2,1.5,-0.266877177898364,0.0596769501831373
"1651",10,10,1,2,1.5,-0.177894681304618,0.0371426383638804
"1652",100,10,1,2,1.5,-0.264906025239685,0.0370779826680786
"1653",50,10,1,2,1.5,-0.252104922187258,0.0372463316569744
"1654",10,10,10,2,1.5,-0.0646378639600898,0.00797665419110213
"1655",100,10,10,2,1.5,-0.209665554392681,0.00829781778444919
"1656",50,10,10,2,1.5,-0.16894648413771,0.00842782632600754
"1657",10,100,0.1,2,1.5,-0.0688021058319,0.00780424667745715
"1658",100,100,0.1,2,1.5,-0.216891759053356,0.00727778508238072
"1659",50,100,0.1,2,1.5,-0.174578278680681,0.00727965242674109
"1660",10,100,1,2,1.5,-0.0417613924902915,0.00447213024843654
"1661",100,100,1,2,1.5,-0.180191270448419,0.00427477264723323
"1662",50,100,1,2,1.5,-0.133874289180011,0.00459178981952413
"1663",10,100,10,2,1.5,-0.00780715237142678,0.000933890470160848
"1664",100,100,10,2,1.5,-0.0675797825642108,0.000707897294774598
"1665",50,100,10,2,1.5,-0.0388009565681976,0.000881322995191393
"1666",10,50,0.1,2,1.5,-0.108983570947049,0.0144746563133133
"1667",100,50,0.1,2,1.5,-0.2465364565017,0.0140523138387733
"1668",50,50,0.1,2,1.5,-0.216276317112082,0.0140942164150265
"1669",10,50,1,2,1.5,-0.0730984962619056,0.00864256491785921
"1670",100,50,1,2,1.5,-0.220641518628038,0.00843529487826541
"1671",50,50,1,2,1.5,-0.180591104748,0.00858795463595011
"1672",10,50,10,2,1.5,-0.0163268753948527,0.00181436738664467
"1673",100,50,10,2,1.5,-0.106909288911638,0.0018846813772074
"1674",50,50,10,2,1.5,-0.0672411231402913,0.00154607151606452
"1675",10,10,0.1,3,1.5,-0.607333802310888,0.288243626180642
"1676",100,10,0.1,3,1.5,-0.696354322428648,0.295101936875091
"1677",50,10,0.1,3,1.5,-0.686042092372084,0.29485898371531
"1678",10,10,1,3,1.5,-0.524481374559824,0.180975442134682
"1679",100,10,1,3,1.5,-0.666166878940702,0.188268485516794
"1680",50,10,1,3,1.5,-0.648179435058424,0.188165248906494
"1681",10,10,10,3,1.5,-0.242616342298822,0.0396200745828734
"1682",100,10,10,3,1.5,-0.572029204187768,0.0444820246667005
"1683",50,10,10,3,1.5,-0.49909088315733,0.0446260529008284
"1684",10,100,0.1,3,1.5,-0.25433075225878,0.036488886119009
"1685",100,100,0.1,3,1.5,-0.577226317495808,0.0377035735783606
"1686",50,100,0.1,3,1.5,-0.506042047818256,0.0375943798083818
"1687",10,100,1,3,1.5,-0.168324706174024,0.0212178080229194
"1688",100,100,1,3,1.5,-0.516217007077726,0.0228729807374997
"1689",50,100,1,3,1.5,-0.420296190728901,0.0226049607845488
"1690",10,100,10,3,1.5,-0.0375204348804982,0.00401777152105942
"1691",100,100,10,3,1.5,-0.251689466951301,0.00442511921093031
"1692",50,100,10,3,1.5,-0.154913872212614,0.00424061749795535
"1693",10,50,0.1,3,1.5,-0.37009768265627,0.0701263369283579
"1694",100,50,0.1,3,1.5,-0.625819360064045,0.0730258469180923
"1695",50,50,0.1,3,1.5,-0.581340629623851,0.0730931885356098
"1696",10,50,1,3,1.5,-0.268657581732021,0.0417200777538455
"1697",100,50,1,3,1.5,-0.582425968153491,0.0432836892676974
"1698",50,50,1,3,1.5,-0.516172631816676,0.0437279253458312
"1699",10,50,10,3,1.5,-0.0714268594405757,0.00793316866435805
"1700",100,50,10,3,1.5,-0.363951606804473,0.00939097950870274
"1701",50,50,10,3,1.5,-0.250576518204531,0.00879337419697252
"1702",10,10,0.1,4,1.5,-0.939548831860485,0.641871147188366
"1703",100,10,0.1,4,1.5,-1.01755955049337,0.658313654259681
"1704",50,10,0.1,4,1.5,-1.01022161081583,0.661107814122539
"1705",10,10,1,4,1.5,-0.830553485623228,0.424213693149633
"1706",100,10,1,4,1.5,-0.966003838754536,0.438667251865586
"1707",50,10,1,4,1.5,-0.950652986128941,0.440239320412505
"1708",10,10,10,4,1.5,-0.461860356266854,0.102332890801065
"1709",100,10,10,4,1.5,-0.863980354946887,0.116242833830627
"1710",50,10,10,4,1.5,-0.788364340570664,0.114831351270289
"1711",10,100,0.1,4,1.5,-0.463742225014962,0.0862207701555701
"1712",100,100,0.1,4,1.5,-0.841560494085744,0.0916804147465962
"1713",50,100,0.1,4,1.5,-0.771983492380399,0.0912764707813439
"1714",10,100,1,4,1.5,-0.325935055701999,0.0500554330174488
"1715",100,100,1,4,1.5,-0.777574739968573,0.0550336645234124
"1716",50,100,1,4,1.5,-0.674247960902437,0.054136571703767
"1717",10,100,10,4,1.5,-0.0826504252171326,0.00934599423813295
"1718",100,100,10,4,1.5,-0.454260411054948,0.011076631681701
"1719",50,100,10,4,1.5,-0.303659431911488,0.010344626694316
"1720",10,50,0.1,4,1.5,-0.627542613560513,0.166603182348892
"1721",100,50,0.1,4,1.5,-0.896536442123834,0.176676063743324
"1722",50,50,0.1,4,1.5,-0.855560436409897,0.175870198187389
"1723",10,50,1,4,1.5,-0.484754819429425,0.0992629012213142
"1724",100,50,1,4,1.5,-0.848036899303771,0.104571270643045
"1725",50,50,1,4,1.5,-0.7839307604793,0.105316468059061
"1726",10,50,10,4,1.5,-0.151116030926913,0.0188208271369076
"1727",100,50,10,4,1.5,-0.609750342568484,0.0230939672237929
"1728",50,50,10,4,1.5,-0.456824474787037,0.0219737694511686
"1729",10,10,0.1,1,1.6,0.235451717246429,-0.0309910278334956
"1730",100,10,0.1,1,1.6,0.399367663589952,-0.0264442844201656
"1731",50,10,0.1,1,1.6,0.369922635049352,-0.0271718461416901
"1732",10,10,1,1,1.6,0.167219168304538,-0.0196231434969636
"1733",100,10,1,1,1.6,0.373831298766737,-0.0164158120257913
"1734",50,10,1,1,1.6,0.329335353560083,-0.0170280981533863
"1735",10,10,10,1,1.6,0.0454465118010514,-0.00447135030612248
"1736",100,10,10,1,1.6,0.229783745450293,-0.0038899735597165
"1737",50,10,10,1,1.6,0.157648958148295,-0.00402632441975273
"1738",10,100,0.1,1,1.6,0.0483380298239883,-0.00452963918200348
"1739",100,100,0.1,1,1.6,0.24901391106404,-0.00355852991039362
"1740",50,100,0.1,1,1.6,0.169880945627596,-0.00387214957491758
"1741",10,100,1,1,1.6,0.0283172610004895,-0.00251952475506486
"1742",100,100,1,1,1.6,0.182253303631967,-0.00219132964805951
"1743",50,100,1,1,1.6,0.111114886590221,-0.00242118757284299
"1744",10,100,10,1,1.6,0.00570997878180116,-0.000423159401728705
"1745",100,100,10,1,1.6,0.0496521261435458,-0.000633342734638575
"1746",50,100,10,1,1.6,0.0245575087051607,-0.000583615262637859
"1747",10,50,0.1,1,1.6,0.0880786350251425,-0.00857156206236469
"1748",100,50,0.1,1,1.6,0.319974761286609,-0.0063075079435856
"1749",50,50,0.1,1,1.6,0.246555298545961,-0.00699973195081456
"1750",10,50,1,1,1.6,0.0521333498662737,-0.00490581446966041
"1751",100,50,1,1,1.6,0.255999305576777,-0.00397788074971732
"1752",50,50,1,1,1.6,0.178624014823974,-0.00427532286124838
"1753",10,50,10,1,1.6,0.010443972478743,-0.000801490578140614
"1754",100,50,10,1,1.6,0.0890352004606227,-0.000810423674952803
"1755",50,50,10,1,1.6,0.0485084368120452,-0.00110307723958407
"1756",10,10,0.1,2,1.6,-0.166282935234235,0.0468591605037811
"1757",100,10,0.1,2,1.6,-0.213921079603804,0.0468934755135776
"1758",50,10,0.1,2,1.6,-0.208125171234863,0.0472283411909095
"1759",10,10,1,2,1.6,-0.14071830994481,0.0295477542911683
"1760",100,10,1,2,1.6,-0.206804520441591,0.0293287795955509
"1761",50,10,1,2,1.6,-0.19739990668473,0.0295009275099001
"1762",10,10,10,2,1.6,-0.0516286126657093,0.00638488675310525
"1763",100,10,10,2,1.6,-0.164772980815904,0.00655648269967355
"1764",50,10,10,2,1.6,-0.133619954262939,0.00670976226059045
"1765",10,100,0.1,2,1.6,-0.0546716955813919,0.00621733535804482
"1766",100,100,0.1,2,1.6,-0.169817834188159,0.00576377467507777
"1767",50,100,0.1,2,1.6,-0.137248492759733,0.00576509589174791
"1768",10,100,1,2,1.6,-0.0331742653206735,0.00356015445432142
"1769",100,100,1,2,1.6,-0.141324436388266,0.00336894001136923
"1770",50,100,1,2,1.6,-0.105898299296133,0.00366203255598076
"1771",10,100,10,2,1.6,-0.00605464073885219,0.000762115443423172
"1772",100,100,10,2,1.6,-0.0535315859961246,0.000522345349720608
"1773",50,100,10,2,1.6,-0.0309175395005363,0.000702277939856198
"1774",10,50,0.1,2,1.6,-0.0860047758888821,0.0114727896504275
"1775",100,50,0.1,2,1.6,-0.192547799884453,0.0111311742250277
"1776",50,50,0.1,2,1.6,-0.169332676733565,0.01116248235556
"1777",10,50,1,2,1.6,-0.0580693874560976,0.0068720166873132
"1778",100,50,1,2,1.6,-0.172745419650236,0.00668372468453363
"1779",50,50,1,2,1.6,-0.141931027790538,0.00680998205052029
"1780",10,50,10,2,1.6,-0.0129556618586648,0.00147277812070596
"1781",100,50,10,2,1.6,-0.0840381653740862,0.00151084032803146
"1782",50,50,10,2,1.6,-0.0533026983439607,0.00118310471134585
"1783",10,10,0.1,3,1.6,-0.557952053715283,0.267385706994063
"1784",100,10,0.1,3,1.6,-0.63776083134198,0.27350078755864
"1785",50,10,0.1,3,1.6,-0.628603656922086,0.273313088335381
"1786",10,10,1,3,1.6,-0.482646806283572,0.167736238438585
"1787",100,10,1,3,1.6,-0.609841084818908,0.174167434166845
"1788",50,10,1,3,1.6,-0.593953646294286,0.174159013962477
"1789",10,10,10,3,1.6,-0.22493277283948,0.0368040795190866
"1790",100,10,10,3,1.6,-0.524740188131166,0.0411065193354452
"1791",50,10,10,3,1.6,-0.459051194479307,0.0412904913396892
"1792",10,100,0.1,3,1.6,-0.235434061162705,0.0338596989781373
"1793",100,100,0.1,3,1.6,-0.528830241252855,0.0348697010068618
"1794",50,100,0.1,3,1.6,-0.464709429564713,0.0347927682104671
"1795",10,100,1,3,1.6,-0.156272661570893,0.0197177230369996
"1796",100,100,1,3,1.6,-0.473778761407237,0.0211494329094209
"1797",50,100,1,3,1.6,-0.386998852119395,0.0209305920708425
"1798",10,100,10,3,1.6,-0.0349234441167827,0.00374976264552555
"1799",100,100,10,3,1.6,-0.23291275605808,0.00409611620684847
"1800",50,100,10,3,1.6,-0.143799924516875,0.00393786169711478
"1801",10,50,0.1,3,1.6,-0.34140470040218,0.0649933109640757
"1802",100,50,0.1,3,1.6,-0.572741014683403,0.0675356545468176
"1803",50,50,0.1,3,1.6,-0.532806893179426,0.0676258689402609
"1804",10,50,1,3,1.6,-0.248656256617927,0.0387136767998377
"1805",100,50,1,3,1.6,-0.5334304486812,0.0399902906448593
"1806",50,50,1,3,1.6,-0.473838759869853,0.040436612656687
"1807",10,50,10,3,1.6,-0.0664877873209225,0.00739136519733633
"1808",100,50,10,3,1.6,-0.335563659786193,0.00869943725860156
"1809",50,50,10,3,1.6,-0.231908461031517,0.00814709669081222
"1810",10,10,0.1,4,1.6,-0.892609943250261,0.615543591887736
"1811",100,10,0.1,4,1.6,-0.965160406438693,0.631056748467438
"1812",50,10,0.1,4,1.6,-0.958440192887333,0.633903639388843
"1813",10,10,1,4,1.6,-0.788742049043383,0.405829953067502
"1814",100,10,1,4,1.6,-0.91482365623466,0.419246932474138
"1815",50,10,1,4,1.6,-0.900765740050516,0.420893612585257
"1816",10,10,10,4,1.6,-0.440776200450871,0.0979068499673996
"1817",100,10,10,4,1.6,-0.818446523985134,0.110833406197489
"1818",50,10,10,4,1.6,-0.747908716517714,0.109561927072764
"1819",10,100,0.1,4,1.6,-0.441482950967862,0.082335872354543
"1820",100,100,0.1,4,1.6,-0.79543822420506,0.0873300908101687
"1821",50,100,0.1,4,1.6,-0.730663657922393,0.0869799030341234
"1822",10,100,1,4,1.6,-0.311070021596703,0.0478476564033727
"1823",100,100,1,4,1.6,-0.735530638725691,0.0523909083397752
"1824",50,100,1,4,1.6,-0.639089484263016,0.0515746741401905
"1825",10,100,10,4,1.6,-0.079236888762606,0.00897025777687569
"1826",100,100,10,4,1.6,-0.432227503811471,0.010559646262853
"1827",50,100,10,4,1.6,-0.289848252099902,0.0098821707981102
"1828",10,50,0.1,4,1.6,-0.596079289500318,0.15904764503359
"1829",100,50,0.1,4,1.6,-0.847397716835194,0.16842076032944
"1830",50,50,0.1,4,1.6,-0.809296810420691,0.167695605423428
"1831",10,50,1,4,1.6,-0.46143718119969,0.0947751997518364
"1832",100,50,1,4,1.6,-0.801491251874091,0.0995604468684054
"1833",50,50,1,4,1.6,-0.741911130382215,0.100315566933042
"1834",10,50,10,4,1.6,-0.144715760592112,0.018034199940427
"1835",100,50,10,4,1.6,-0.578671497102345,0.0219969765408118
"1836",50,50,10,4,1.6,-0.434877720408547,0.0209596248654448
"1837",10,10,0.1,1,1.7,0.268127024295218,-0.0357768917337163
"1838",100,10,0.1,1,1.7,0.449535527779089,-0.0306347560806279
"1839",50,10,0.1,1,1.7,0.417358265769979,-0.031452861734341
"1840",10,10,1,1,1.7,0.191961249410268,-0.0226570143271549
"1841",100,10,1,1,1.7,0.421731505369451,-0.0189730906107787
"1842",50,10,1,1,1.7,0.372825958270536,-0.0196544333751706
"1843",10,10,10,1,1.7,0.0525263864195682,-0.00517473822944058
"1844",100,10,10,1,1.7,0.26263570828864,-0.00447969375205811
"1845",50,10,10,1,1.7,0.181114964257372,-0.00466238495219379
"1846",10,100,0.1,1,1.7,0.0561464888840301,-0.00528019165622547
"1847",100,100,0.1,1,1.7,0.284430119689993,-0.00412193534969833
"1848",50,100,0.1,1,1.7,0.195345055029593,-0.00448433768151468
"1849",10,100,1,1,1.7,0.0328794270019722,-0.00296161415151938
"1850",100,100,1,1,1.7,0.209172586191208,-0.00253931665556781
"1851",50,100,1,1,1.7,0.128583210996692,-0.00281438490555699
"1852",10,100,10,1,1.7,0.0065937483451847,-0.000507271524007987
"1853",100,100,10,1,1.7,0.0574519523580706,-0.000720470996517887
"1854",50,100,10,1,1.7,0.0287198439081043,-0.00066511444318387
"1855",10,50,0.1,1,1.7,0.101701086563103,-0.00993619304312816
"1856",100,50,0.1,1,1.7,0.363346896008975,-0.00731742892117268
"1857",50,50,0.1,1,1.7,0.281643789484226,-0.00810630428876654
"1858",10,50,1,1,1.7,0.0605352865861878,-0.00573261521927415
"1859",100,50,1,1,1.7,0.292303338239515,-0.00460675057006278
"1860",50,50,1,1,1.7,0.205247213670039,-0.00495829784337424
"1861",10,50,10,1,1.7,0.0121647806852147,-0.000964745020081326
"1862",100,50,10,1,1.7,0.102743177229679,-0.000964766578194888
"1863",50,50,10,1,1.7,0.0562215711831052,-0.00126761623113335
"1864",10,10,0.1,2,1.7,-0.121972436619796,0.034799899388479
"1865",100,10,0.1,2,1.7,-0.156384122211739,0.0347978199710372
"1866",50,10,0.1,2,1.7,-0.152359948665879,0.0350608973688998
"1867",10,10,1,2,1.7,-0.104865309101925,0.0221158126750226
"1868",100,10,1,2,1.7,-0.151727254226473,0.0217792251880223
"1869",50,10,1,2,1.7,-0.145398982586384,0.0219508760492874
"1870",10,10,10,2,1.7,-0.0388245751332877,0.00481442883712701
"1871",100,10,10,2,1.7,-0.121803914165542,0.00486181664065652
"1872",50,10,10,2,1.7,-0.0995345765746013,0.0050330902673705
"1873",10,100,0.1,2,1.7,-0.040734164422294,0.00464674041453144
"1874",100,100,0.1,2,1.7,-0.124704428601289,0.00427956692511619
"1875",50,100,0.1,2,1.7,-0.101183728918236,0.0042773583316271
"1876",10,100,1,2,1.7,-0.0246619090580304,0.00265493721710852
"1877",100,100,1,2,1.7,-0.103830670104795,0.00248109864767477
"1878",50,100,1,2,1.7,-0.0786542747303433,0.00274788668910309
"1879",10,100,10,2,1.7,-0.00430596453907502,0.000590717713229915
"1880",100,100,10,2,1.7,-0.0396796566107001,0.000338870611025456
"1881",50,100,10,2,1.7,-0.023098936903052,0.000524516813924632
"1882",10,50,0.1,2,1.7,-0.0635251055853623,0.00851355390240887
"1883",100,50,0.1,2,1.7,-0.141100934211129,0.00827079772669985
"1884",50,50,0.1,2,1.7,-0.124344264221438,0.00828888621764681
"1885",10,50,1,2,1.7,-0.0432655975358655,0.00512200521922924
"1886",100,50,1,2,1.7,-0.126902415113862,0.00497138689515038
"1887",50,50,1,2,1.7,-0.104641507791854,0.00506794756513922
"1888",10,50,10,2,1.7,-0.0095986753907029,0.00113253467810242
"1889",100,50,10,2,1.7,-0.0616782309026468,0.00114326211502174
"1890",50,50,10,2,1.7,-0.0395638611816204,0.000824403050709485
"1891",10,10,0.1,3,1.7,-0.510105264078729,0.246784258601085
"1892",100,10,0.1,3,1.7,-0.58132628534205,0.252200750732419
"1893",50,10,0.1,3,1.7,-0.573239672833971,0.252063465804056
"1894",10,10,1,3,1.7,-0.442070147737417,0.154713356548107
"1895",100,10,1,3,1.7,-0.555698708972192,0.160338841818084
"1896",50,10,1,3,1.7,-0.541762096196325,0.16041673413194
"1897",10,10,10,3,1.7,-0.207514218567069,0.0340216881451322
"1898",100,10,10,3,1.7,-0.479130370875008,0.037809382437647
"1899",50,10,10,3,1.7,-0.420245011630661,0.0380245311471724
"1900",10,100,0.1,3,1.7,-0.21683696788227,0.0312608096175656
"1901",100,100,0.1,3,1.7,-0.482182213557588,0.0320929035020587
"1902",50,100,0.1,3,1.7,-0.424687602726335,0.0320432109923564
"1903",10,100,1,3,1.7,-0.144350012716008,0.0182310356781818
"1904",100,100,1,3,1.7,-0.432733442826705,0.0194618411653422
"1905",50,100,1,3,1.7,-0.35459422981635,0.0192866469725674
"1906",10,100,10,3,1.7,-0.0323328554954018,0.00348240165536647
"1907",100,100,10,3,1.7,-0.214446197203861,0.00377166724128152
"1908",50,100,10,3,1.7,-0.132799893479232,0.00363783862884998
"1909",10,50,0.1,3,1.7,-0.313356416134977,0.059933638857094
"1910",100,50,0.1,3,1.7,-0.521690405599322,0.0621552609248207
"1911",50,50,0.1,3,1.7,-0.48599292139785,0.0622628691698114
"1912",10,50,1,3,1.7,-0.228992284374468,0.0357453173216948
"1913",100,50,1,3,1.7,-0.486233933857311,0.0367688087344618
"1914",50,50,1,3,1.7,-0.43288157329178,0.0372115671809221
"1915",10,50,10,3,1.7,-0.0615717285419104,0.00685189652405648
"1916",100,50,10,3,1.7,-0.307846950537329,0.00802046484420057
"1917",50,50,10,3,1.7,-0.213546492338352,0.00750968901531966
"1918",10,10,0.1,4,1.7,-0.846598716460714,0.589184949244101
"1919",100,10,0.1,4,1.7,-0.913950900117124,0.603782765011937
"1920",50,10,0.1,4,1.7,-0.907814324537741,0.606671670443769
"1921",10,10,1,4,1.7,-0.747862731487586,0.387580446879806
"1922",100,10,1,4,1.7,-0.865028003266288,0.399996857120245
"1923",50,10,1,4,1.7,-0.852193494207067,0.401709117055312
"1924",10,10,10,4,1.7,-0.419960661243273,0.0935186392111611
"1925",100,10,10,4,1.7,-0.77415461173728,0.105513126231063
"1926",50,10,10,4,1.7,-0.708442735590363,0.104371909320489
"1927",10,100,0.1,4,1.7,-0.419586393093087,0.0784949131073164
"1928",100,100,0.1,4,1.7,-0.75071623881846,0.083056122736924
"1929",50,100,0.1,4,1.7,-0.690490935866346,0.0827545055706291
"1930",10,100,1,4,1.7,-0.296379705700742,0.0456608837032056
"1931",100,100,1,4,1.7,-0.694701659947104,0.0497979682665658
"1932",50,100,1,4,1.7,-0.604810936986391,0.0490567406421022
"1933",10,100,10,4,1.7,-0.075832602986492,0.00859552622212871
"1934",100,100,10,4,1.7,-0.410575354935284,0.0100501912328939
"1935",50,100,10,4,1.7,-0.276194746441748,0.00942442749835127
"1936",10,50,0.1,4,1.7,-0.565265307171189,0.151582078469407
"1937",100,50,0.1,4,1.7,-0.799749141036214,0.160293656791991
"1938",50,50,0.1,4,1.7,-0.764367859100575,0.159643539273594
"1939",10,50,1,4,1.7,-0.43851141884774,0.0903408445329899
"1940",100,50,1,4,1.7,-0.756367902542021,0.0946415821127064
"1941",50,50,1,4,1.7,-0.701068266364711,0.0954015483070903
"1942",10,50,10,4,1.7,-0.138346757418777,0.0172510817751447
"1943",100,50,10,4,1.7,-0.548292174065577,0.0209189493328061
"1944",50,50,10,4,1.7,-0.413297404075731,0.0199594812362444
"1945",10,10,0.1,1,1.8,0.299381464011274,-0.0404715547549673
"1946",100,10,0.1,1,1.8,0.496309778937511,-0.0347695821861557
"1947",50,10,0.1,1,1.8,0.461782297596066,-0.0356717591423918
"1948",10,10,1,1,1.8,0.215866492004917,-0.0256313652529137
"1949",100,10,1,1,1.8,0.466557723640923,-0.0214872131634324
"1950",50,10,1,1,1.8,0.413804474489038,-0.0222334686853398
"1951",10,10,10,1,1.8,0.0595022817033326,-0.00586871604802002
"1952",100,10,10,1,1.8,0.29406389842533,-0.00505691888089358
"1953",50,10,10,1,1.8,0.203825776498967,-0.00528543783713198
"1954",10,100,0.1,1,1.8,0.0638849320913755,-0.00602519973656738
"1955",100,100,0.1,1,1.8,0.318409846284697,-0.00467905041228448
"1956",50,100,0.1,1,1.8,0.220084680883627,-0.0050891088696279
"1957",10,100,1,1,1.8,0.0374161162325937,-0.00340151506013278
"1958",100,100,1,1,1.8,0.235281504771204,-0.00288277413435806
"1959",50,100,1,1,1.8,0.14571547738929,-0.00320294878390267
"1960",10,100,10,1,1.8,0.00747595125959731,-0.000591235004492573
"1961",100,100,10,1,1.8,0.0651821605370376,-0.000806979539808845
"1962",50,100,10,1,1.8,0.0328602163162421,-0.000746221893327816
"1963",10,50,0.1,1,1.8,0.115105242244456,-0.0112856374270654
"1964",100,50,0.1,1,1.8,0.404457808572443,-0.00831760861728462
"1965",50,50,0.1,1,1.8,0.31529430160081,-0.00919921500484242
"1966",10,50,1,1,1.8,0.0688496806157685,-0.00655238513908173
"1967",100,50,1,1,1.8,0.32706104809666,-0.005226850941239
"1968",50,50,1,1,1.8,0.231054489746235,-0.00563168281929907
"1969",10,50,10,1,1.8,0.0138794294602726,-0.00112742905623199
"1970",100,50,10,1,1.8,0.116230874551495,-0.00111730380574166
"1971",50,50,10,1,1.8,0.0638593279934626,-0.00143085725603673
"1972",10,10,0.1,2,1.8,-0.0794414939606811,0.0229826005568109
"1973",100,10,0.1,2,1.8,-0.101783991599811,0.0229685121028645
"1974",50,10,0.1,2,1.8,-0.0993553276000059,0.0231584516427486
"1975",10,10,1,2,1.8,-0.0702623388796918,0.0148379197506429
"1976",100,10,1,2,1.8,-0.0994380606813826,0.0144157478853358
"1977",50,10,1,2,1.8,-0.095900862164788,0.0145832795662559
"1978",10,10,10,2,1.8,-0.0262192191046712,0.00326445235765592
"1979",100,10,10,2,1.8,-0.080631813949959,0.00321059170156966
"1980",50,10,10,2,1.8,-0.0666217578761019,0.00339524379488329
"1981",10,100,0.1,2,1.8,-0.0269855827558473,0.00309197658868053
"1982",100,100,0.1,2,1.8,-0.0814315156812508,0.00282319014920055
"1983",50,100,0.1,2,1.8,-0.0663207120943043,0.00281487281278019
